NR;MIASTO;ULICA;X;Y;Z;PAR1;PAR2;PAR3;PAR4;PAR5;PAR6
1828;GEEL;BEL;198100,161;206074,250;25,077;9,9;-2,4;0,2;5;34,2;25
1829;GEEL;BEL;198064,227;206077,172;25,113;11,1;0,6;3,9;6;21,0;25
1830;GEEL;BEL;198019,026;206080,280;25,043;8,2;-3,8;3,0;8;34,2;5
1831;GEEL;BEL;197974,709;206083,394;24,884;10,7;3,8;0,4;10;21,0;15
1832;GEEL;BEL;197930,270;206089,389;24,719;8,7;-1,2;3,8;7;28,3;10
1833;GEEL;BEL;197897,369;206103,956;24,593;11,8;1,4;1,0;8;36,1;25
1834;GEEL;BEL;197866,133;206116,053;24,326;10,3;-1,7;0,4;7;28,7;5
1835;GEEL;BEL;197835,025;206124,462;24,136;11,5;1,7;0,7;9;24,1;15
1836;GEEL;BEL;197803,167;206131,830;23,989;11,3;-2,4;0,5;7;27,8;30
1837;GEEL;BEL;197734,779;206159,031;23,786;8,5;-3,4;0,4;6;23,5;10
1838;GEEL;BEL;197544,631;206200,986;22,961;10,1;2,0;0,8;9;29,0;10
1839;GEEL;BEL;197433,888;206225,405;22,675;9,4;-3,7;2,6;6;27,8;10
1840;GEEL;BEL;197314,740;206264,931;22,844;10,4;-3,1;1,8;8;37,3;20
1841;GEEL;BEL;197236,834;206261,157;22,789;11,5;1,3;0,5;6;22,6;15
1842;GEEL;BEL;197193,821;206258,221;22,806;10,5;2,1;3,7;7;37,9;25
1843;GEEL;BEL;197153,808;206267,791;22,747;9,6;-3,5;3,8;9;32,5;20
1844;GEEL;BEL;197116,751;206280,922;22,666;9,1;1,3;0,5;8;25,7;15
1845;GEEL;PAS;192462,307;204939,211;22,583;11,3;-2,9;0,6;6;28,0;30
1846;GEEL;PAS;192487,308;204954,461;22,612;11,8;-1,4;2,4;9;34,4;5
1847;GEEL;PAS;192516,046;204972,044;22,768;10,3;-0,6;0,9;6;21,1;5
1848;GEEL;PAS;192544,422;204989,415;22,842;9,2;1,1;1,6;6;36,6;5
1849;GEEL;PAS;192570,024;205005,025;22,865;12,4;2,7;0,1;8;38,0;15
1850;GEEL;PAS;192594,120;205019,959;22,881;9,3;-1,9;2,8;9;20,8;5
1851;GEEL;PAS;192623,150;205037,699;22,897;8,0;2,0;0,7;10;23,3;25
1852;GEEL;PAS;192648,197;205053,132;22,942;10,9;0,7;3,4;10;30,1;5
1853;GEEL;PAS;192681,770;205073,570;22,960;12,5;-1,4;3,5;6;23,9;0
1854;GEEL;PAS;192709,167;205090,269;22,991;11,0;2,5;1,9;6;26,4;0
1855;GEEL;PAS;192733,751;205105,284;23,027;8,4;0,1;3,4;6;23,7;30
1856;GEEL;PAS;192760,069;205121,399;23,057;11,2;-2,8;1,0;8;27,1;10
1857;GEEL;PAS;192788,141;205138,509;23,151;8,5;-2,2;3,9;10;39,9;15
1858;GEEL;PAS;192819,302;205157,604;23,250;11,3;-3,6;3,1;7;33,4;15
1859;GEEL;PAS;192847,992;205175,182;23,983;12,2;-3,7;0,8;6;34,9;5
1860;GEEL;PAS;192875,498;205192,592;24,059;10,6;0,3;2,3;7;32,4;10
1861;GEEL;PAS;192903,781;205209,945;24,133;12,4;2,1;3,9;7;36,2;5
1862;GEEL;PAS;192934,058;205228,503;24,232;8,2;2,6;3,8;9;21,5;15
1863;GEEL;PAS;192963,385;205246,487;24,269;9,7;2,3;1,9;8;30,5;5
1864;GEEL;PAS;192993,480;205264,925;24,363;9,9;3,1;0,9;10;31,0;10
1865;GEEL;PAS;193021,332;205281,934;24,432;8,3;3,4;1,3;7;29,7;25
1866;GEEL;PAS;193042,247;205294,759;24,428;10,7;1,2;1,0;8;30,4;10
1867;GEEL;PAS;193062,048;205306,883;24,415;12,3;2,0;1,6;9;23,4;15
1868;GEEL;PAS;193083,759;205320,178;24,394;11,3;0,3;2,0;5;39,8;5
1869;GEEL;PAS;193102,078;205334,643;22,922;12,1;0,7;2,0;6;32,3;25
1870;GEEL;PAS;193123,327;205347,610;22,912;12,2;-0,9;0,8;6;20,4;5
1871;GEEL;PAS;193143,803;205360,106;22,902;9,6;2,2;1,3;10;22,0;10
1872;GEEL;PAS;193164,863;205372,803;22,893;8,8;2,9;3,0;7;37,7;25
1873;GEEL;PAS;193185,253;205385,423;22,850;11,2;2,4;1,8;8;32,1;20
1874;GEEL;PAS;193203,857;205396,675;22,743;9,8;1,5;1,6;7;25,3;25
1875;GEEL;PAS;193223,254;205409,059;22,682;8,3;0,6;1,6;9;29,1;20
1876;GEEL;PAS;193241,395;205422,526;22,575;8,5;-1,6;2,4;6;30,1;20
1877;GEEL;PAS;192426,860;204941,757;22,626;10,8;3,9;3,8;8;25,3;5
1878;GEEL;PAS;192451,626;204956,400;22,583;11,2;-2,2;2,4;10;23,3;5
1879;GEEL;PAS;192477,612;204971,545;22,612;9,3;-4,0;1,3;6;32,6;5
1880;GEEL;PAS;192505,711;204988,646;22,768;12,1;-2,9;3,6;7;23,3;30
1881;GEEL;PAS;192534,527;205006,204;22,842;10,3;-0,7;2,2;8;20,6;25
1882;GEEL;PAS;192561,474;205022,685;22,865;8,8;-1,7;3,7;8;29,5;30
1883;GEEL;PAS;192584,561;205036,783;22,882;12,0;-2,9;1,6;7;27,0;15
1884;GEEL;PAS;192613,550;205054,474;22,897;11,7;-3,7;4,0;6;30,3;10
1885;GEEL;PAS;192643,445;205072,742;22,948;9,5;-2,4;0,6;7;38,2;25
1886;GEEL;PAS;192671,852;205090,080;22,961;12,6;3,1;3,7;9;29,3;5
1887;GEEL;PAS;192699,481;205106,976;22,992;10,0;-3,0;3,7;8;25,7;25
1888;GEEL;PAS;192725,712;205122,985;23,028;12,5;-3,4;1,5;7;22,5;5
1889;GEEL;PAS;192750,845;205138,348;23,058;9,5;1,4;1,8;9;25,6;10
1890;GEEL;PAS;192779,521;205155,849;23,152;12,4;2,0;2,1;6;30,7;0
1891;GEEL;PAS;192809,578;205174,286;23,250;10,3;-3,6;0,1;7;24,2;0
1892;GEEL;PAS;192837,875;205191,811;23,039;12,5;-3,0;2,7;5;26,9;0
1893;GEEL;PAS;192865,665;205209,212;23,086;8,7;-1,0;0,1;6;34,1;15
1894;GEEL;PAS;192894,014;205226,544;23,111;10,9;3,4;1,6;5;28,8;15
1895;GEEL;PAS;192924,100;205245,061;23,106;10,9;1,5;0,5;9;32,4;20
1896;GEEL;PAS;192953,526;205263,085;23,075;8,9;1,0;0,5;8;28,1;25
1897;GEEL;PAS;192982,819;205281,217;23,101;12,6;3,6;2,0;9;22,9;25
1898;GEEL;PAS;193011,269;205298,642;23,106;11,8;-2,8;0,9;9;38,1;10
1899;GEEL;PAS;193033,546;205309,603;23,061;12,4;3,1;3,4;9;37,9;10
1900;GEEL;PAS;193059,423;205325,932;22,979;12,8;-1,5;1,1;7;27,3;20
1901;GEEL;PAS;193074,676;205335,334;22,960;8,5;-3,6;2,6;5;38,6;10
1902;GEEL;PAS;193094,297;205347,464;22,926;9,7;2,0;3,6;7;25,2;10
1903;GEEL;PAS;193115,849;205360,965;22,912;9,2;1,6;0,8;9;39,0;20
1904;GEEL;PAS;193135,384;205373,228;22,902;8,8;1,9;3,8;9;21,6;25
1905;GEEL;PAS;193154,924;205385,104;22,893;9,0;2,2;2,4;9;34,2;0
1906;GEEL;PAS;193174,798;205397,092;22,850;12,4;-1,1;2,9;10;36,4;15
1907;GEEL;PAS;193197,551;205410,892;22,755;9,1;-2,6;2,5;7;35,4;25
1908;GEEL;PAS;193213,730;205421,135;22,682;8,8;-0,4;1,8;9;26,0;25
1909;GEEL;PAS;193234,783;205436,265;22,575;8,0;-1,9;2,9;7;29,4;20
1910;GEEL;PAS;193247,615;205448,097;23,993;10,4;1,8;1,7;8;25,5;25
1911;GEEL;PAS;193268,297;205470,514;22,530;10,0;3,6;3,7;7;32,0;5
1912;GEEL;PAS;193292,737;205481,387;22,537;8,7;2,5;1,9;7;28,0;25
1913;GEEL;PAS;193309,383;205503,633;22,496;8,6;3,1;3,7;7;34,2;10
1914;GEEL;PAS;193323,967;205521,960;22,444;8,9;2,0;1,0;6;25,8;20
1915;GEEL;PAS;193341,152;205540,994;22,498;10,5;3,5;0,4;7;25,3;5
1916;GEEL;PAS;193367,069;205569,318;22,553;9,6;-1,5;1,8;9;39,8;20
1917;GEEL;PAS;193383,950;205587,442;22,591;10,4;-2,7;2,5;10;22,8;15
1918;GEEL;PAS;193407,732;205611,237;22,621;8,6;2,5;1,2;9;30,9;25
1919;GEEL;PAS;193421,176;205625,951;22,668;11,1;2,2;3,1;10;29,8;30
1920;GEEL;PAS;193438,893;205652,149;22,794;11,7;1,2;2,7;7;34,8;5
1921;GEEL;PAS;193449,296;205674,081;22,925;8,8;-1,8;2,3;5;22,2;5
1922;GEEL;PAS;193460,847;205703,940;23,013;8,3;0,5;1,0;7;26,9;10
1923;GEEL;PAS;193466,077;205732,684;23,028;12,0;0,1;2,7;6;28,2;0
1924;GEEL;PAS;193451,685;205759,363;23,160;12,7;-3,8;3,3;6;23,1;5
1925;GEEL;PAS;193465,675;205783,609;23,345;11,2;1,2;2,7;7;30,8;25
1926;GEEL;MARKT;193526,409;205995,736;24,963;8,3;-1,7;3,1;7;22,0;10
1927;GEEL;MARKT;193523,604;206013,127;24,675;11,9;0,6;2,8;5;34,4;5
1928;GEEL;DIESTSEWEG;193633,181;205607,761;22,588;8,6;-0,5;2,5;6;27,6;5
1929;GEEL;DIESTSEWEG;193617,211;205613,283;22,637;9,1;-1,9;0,1;8;34,5;25
1930;GEEL;DIESTSEWEG;193596,065;205598,296;22,636;8,4;-1,6;1,7;7;28,8;10
1931;GEEL;DIESTSEWEG;193576,516;205584,268;22,617;11,9;-2,4;0,8;8;21,7;5
1932;GEEL;DIESTSEWEG;193557,697;205570,579;22,673;12,8;-3,3;0,8;6;38,8;5
1933;GEEL;DIESTSEWEG;193570,009;205541,186;22,631;12,1;-3,8;0,9;9;36,3;15
1934;GEEL;DIESTSEWEG;193581,546;205513,441;22,603;10,2;3,4;2,0;7;30,4;25
1935;GEEL;DIESTSEWEG;193593,114;205485,521;22,585;9,6;3,8;0,0;9;37,2;25
